Industry,Company,Contact_Party,Contact_Type,Cat 1,Cat 2,Cat 3,Cat 4,Cat 1 Label,Cat 2 Label,Cat 3 Label,Cat 4 Label
Healthcare,Mayo Clinic,Customer,External,4,2,2,2,Customer Support & Query Resolution,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,4,2,3,1,Customer Support & Query Resolution,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,4,2,3,2,Customer Support & Query Resolution,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,4,4,2,1,Customer Support & Query Resolution,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,4,4,2,2,Customer Support & Query Resolution,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,4,4,3,2,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,1,2,1,Process Automation,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,1,2,2,Process Automation,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,1,3,2,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,2,2,1,Process Automation,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,2,2,2,Process Automation,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,2,3,1,Process Automation,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,2,3,2,Process Automation,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,4,2,1,Process Automation,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,4,2,2,Process Automation,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Image AI
Healthcare,Mayo Clinic,Customer,External,5,4,3,1,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Mayo Clinic,Customer,External,5,4,3,2,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Image AI
Healthcare,Babylon Health,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Babylon Health,Customer,External,1,5,3,1,Summarization & Insights,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Babylon Health,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Babylon Health,Customer,External,4,5,3,1,Customer Support & Query Resolution,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Babylon Health,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Healthcare,Babylon Health,Customer,External,5,5,3,1,Process Automation,Marketing & Personalized AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,UK Government,Company,Internal,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,1,1,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,1,2,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,1,3,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,2,1,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,2,2,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,2,3,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,3,2,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,3,3,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,5,1,Summarization & Insights,Conversational AI,Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,5,2,Summarization & Insights,Conversational AI,Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,1,5,3,Summarization & Insights,Conversational AI,Exit & Feedback Optimization,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,1,1,Summarization & Insights,Multi-Agent System,Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,1,2,Summarization & Insights,Multi-Agent System,Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,1,3,Summarization & Insights,Multi-Agent System,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,2,1,Summarization & Insights,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,2,2,Summarization & Insights,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,2,3,Summarization & Insights,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,3,1,Summarization & Insights,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,3,2,Summarization & Insights,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,3,3,Summarization & Insights,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,5,1,Summarization & Insights,Multi-Agent System,Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,5,2,Summarization & Insights,Multi-Agent System,Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,2,5,3,Summarization & Insights,Multi-Agent System,Exit & Feedback Optimization,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,1,1,Summarization & Insights,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,1,2,Summarization & Insights,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,1,3,Summarization & Insights,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,2,1,Summarization & Insights,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,2,2,Summarization & Insights,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,2,3,Summarization & Insights,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,3,2,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,3,3,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,5,1,Summarization & Insights,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,5,2,Summarization & Insights,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,1,4,5,3,Summarization & Insights,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,1,1,Customer Support & Query Resolution,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,1,2,Customer Support & Query Resolution,Conversational AI,Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,1,3,Customer Support & Query Resolution,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,2,1,Customer Support & Query Resolution,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,2,2,Customer Support & Query Resolution,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,2,3,Customer Support & Query Resolution,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,3,2,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,3,3,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,5,1,Customer Support & Query Resolution,Conversational AI,Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,5,2,Customer Support & Query Resolution,Conversational AI,Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,1,5,3,Customer Support & Query Resolution,Conversational AI,Exit & Feedback Optimization,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,1,1,Customer Support & Query Resolution,Multi-Agent System,Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,1,2,Customer Support & Query Resolution,Multi-Agent System,Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,1,3,Customer Support & Query Resolution,Multi-Agent System,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,2,1,Customer Support & Query Resolution,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,2,2,Customer Support & Query Resolution,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,2,3,Customer Support & Query Resolution,Multi-Agent System,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,3,1,Customer Support & Query Resolution,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,3,2,Customer Support & Query Resolution,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,3,3,Customer Support & Query Resolution,Multi-Agent System,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,5,1,Customer Support & Query Resolution,Multi-Agent System,Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,5,2,Customer Support & Query Resolution,Multi-Agent System,Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,2,5,3,Customer Support & Query Resolution,Multi-Agent System,Exit & Feedback Optimization,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,1,1,Customer Support & Query Resolution,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,1,2,Customer Support & Query Resolution,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,1,3,Customer Support & Query Resolution,Process Automation (RPA),Awareness & Brand Discovery,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,2,1,Customer Support & Query Resolution,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,2,2,Customer Support & Query Resolution,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,2,3,Customer Support & Query Resolution,Process Automation (RPA),Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,3,2,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,3,3,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,5,1,Customer Support & Query Resolution,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Text AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,5,2,Customer Support & Query Resolution,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Image AI
E-Government,"Shenzhen Municipal Government, China",Customer,External,4,4,5,3,Customer Support & Query Resolution,Process Automation (RPA),Exit & Feedback Optimization,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,1,1,1,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,1,1,3,Summarization & Insights,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,1,2,1,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,1,2,3,Summarization & Insights,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,1,3,3,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,3,1,1,Summarization & Insights,Multimodal AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,3,1,3,Summarization & Insights,Multimodal AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,3,2,1,Summarization & Insights,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,3,2,3,Summarization & Insights,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,1,3,3,1,Summarization & Insights,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,1,3,3,3,Summarization & Insights,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,1,1,1,Personalization & Engagement,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,1,1,3,Personalization & Engagement,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,1,2,1,Personalization & Engagement,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,1,2,3,Personalization & Engagement,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,1,3,1,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,1,3,3,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,3,1,1,Personalization & Engagement,Multimodal AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,3,1,3,Personalization & Engagement,Multimodal AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,3,2,1,Personalization & Engagement,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,3,2,3,Personalization & Engagement,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,2,3,3,1,Personalization & Engagement,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,2,3,3,3,Personalization & Engagement,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,1,1,1,Customer Support & Query Resolution,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,1,1,3,Customer Support & Query Resolution,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,1,2,1,Customer Support & Query Resolution,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,1,2,3,Customer Support & Query Resolution,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,1,3,3,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,3,1,1,Customer Support & Query Resolution,Multimodal AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,3,1,3,Customer Support & Query Resolution,Multimodal AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,3,2,1,Customer Support & Query Resolution,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,3,2,3,Customer Support & Query Resolution,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,4,3,3,1,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,4,3,3,3,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,1,1,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,1,1,3,Predictive Analytics & Sentiment Analysis,Conversational AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,1,2,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,1,2,3,Predictive Analytics & Sentiment Analysis,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,1,3,1,Predictive Analytics & Sentiment Analysis,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,1,3,3,Predictive Analytics & Sentiment Analysis,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,3,1,1,Predictive Analytics & Sentiment Analysis,Multimodal AI,Awareness & Brand Discovery,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,3,1,3,Predictive Analytics & Sentiment Analysis,Multimodal AI,Awareness & Brand Discovery,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,3,2,1,Predictive Analytics & Sentiment Analysis,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,3,2,3,Predictive Analytics & Sentiment Analysis,Multimodal AI,Consideration & Purchase Decision-Making,Text-to-Voice AI
E-Government,Estonia Government,Customer,External,6,3,3,1,Predictive Analytics & Sentiment Analysis,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Estonia Government,Customer,External,6,3,3,3,Predictive Analytics & Sentiment Analysis,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,1,1,3,3,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,1,3,3,1,Summarization & Insights,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,1,3,3,3,Summarization & Insights,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,2,1,3,1,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,2,1,3,3,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,2,3,3,1,Personalization & Engagement,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,2,3,3,3,Personalization & Engagement,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,4,1,3,3,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,India,Customer,External,4,3,3,1,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,India,Customer,External,4,3,3,3,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Voice AI
E-Government,Dubai,Customer,External,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Dubai,Customer,External,1,4,3,1,Summarization & Insights,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Dubai,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Dubai,Customer,External,4,4,3,1,Customer Support & Query Resolution,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Dubai,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
E-Government,Dubai,Customer,External,5,4,3,1,Process Automation,Process Automation (RPA),Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,2,1,3,1,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,2,1,4,1,Personalization & Engagement,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,2,3,3,1,Personalization & Engagement,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,2,3,4,1,Personalization & Engagement,Multimodal AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,1,4,1,Customer Support & Query Resolution,Conversational AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,3,3,1,Customer Support & Query Resolution,Multimodal AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Bank of America,Customer,External,4,3,4,1,Customer Support & Query Resolution,Multimodal AI,Customer Retention & Loyalty,Text-to-Text AI
Banking & Insurance,Lemonade,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,Lemonade,Customer,External,5,1,3,1,Process Automation,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,MetLife,Customer,External,4,1,3,4,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Banking & Insurance,MetLife,Customer,External,5,1,3,4,Process Automation,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Banking & Insurance,ING,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,TD Bank,Customer,Internal,1,1,3,1,Summarization & Insights,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Banking & Insurance,South State Bank,Customer,Internal,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Automotive,General Motors,Customer,External,4,1,3,4,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Automotive,Mercedes,Customer,External,2,1,3,4,Personalization & Engagement,Conversational AI,Service Usage & Ongoing Support,Voice-to-Text AI
Automotive,CarMax,Customer,External,1,5,2,1,Summarization & Insights,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Automotive,VW,Customer,External,2,1,2,1,Personalization & Engagement,Conversational AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,United Airlines,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Booking.com,Customer,External,2,5,2,1,Personalization & Engagement,Marketing & Personalized AI,Consideration & Purchase Decision-Making,Text-to-Text AI
Travel & Hospitality,Marriott International,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Delta Air Lines,Company,Internal,5,3,3,2,Process Automation,Multimodal AI,Service Usage & Ongoing Support,Text-to-Image AI
Travel & Hospitality,KLM Royal Dutch Airlines,Customer,External,4,1,3,1,Customer Support & Query Resolution,Conversational AI,Service Usage & Ongoing Support,Text-to-Text AI
Travel & Hospitality,Qualtrics (metrics for hospitality),None,Internal,6,6,4,1,Predictive Analytics & Sentiment Analysis,Predictive Analysis,Customer Retention & Loyalty,Text-to-Text AI
